date,signal,spy_close_price
2012-01-03,3.10776699,127.495
2012-01-04,3.107281553,127.7
2012-01-05,3.0997572819999997,128.04
2012-01-06,3.134223301,127.71
2012-01-09,3.13592233,128.02
2012-01-10,3.143446602,129.13
2012-01-11,3.127184466,129.2
2012-01-12,3.1393203880000002,129.51
2012-01-13,3.174029126,128.84
2012-01-17,3.1907766989999997,129.34
2012-01-18,3.2026699030000003,130.77
2012-01-19,3.1944174760000004,131.46
2012-01-20,3.1907766989999997,131.95
2012-01-23,3.217475728,131.61
2012-01-24,3.200970874,131.46
2012-01-25,3.199514563,132.56
2012-01-26,3.188592233,131.88
2012-01-27,3.1873786410000005,131.82
2012-01-30,3.215291262,131.37
2012-01-31,3.22038835,131.32
2012-02-01,3.263349515,132.47
2012-02-02,3.2655339810000004,132.68
2012-02-03,3.2716019419999998,134.54
2012-02-06,3.28131068,134.45
2012-02-07,3.285436893,134.79
2012-02-08,3.26118932,135.19
2012-02-09,3.285436893,135.36
2012-02-10,3.28131068,134.361
2012-02-13,3.266019417,135.36
2012-02-14,3.302160194,135.19
2012-02-15,3.31092233,134.56
2012-02-16,3.3123786410000005,136.049
2012-02-17,3.301747573,136.41
2012-02-21,3.3162864080000003,136.47
2012-02-22,3.3235436889999996,136.032
2012-02-23,3.329126214,136.631
2012-02-24,3.33881068,136.93
2012-02-27,3.325728155,137.16
2012-02-28,3.342961165,137.559
2012-02-29,3.332815534,137.02
2012-03-01,3.319174757,137.73
2012-03-02,3.293446602,137.312
2012-03-05,3.270631068,136.75
2012-03-06,3.3262135919999998,134.75
2012-03-07,3.33907767,135.69
2012-03-08,3.339320388,137.04
2012-03-09,3.399563107,137.57
2012-03-12,3.395873786,137.58
2012-03-13,3.4155339810000003,140.062
2012-03-14,3.405339806,139.91
2012-03-15,3.41868932,140.72
2012-03-16,3.408737864,140.3
2012-03-19,3.40315534,140.85
2012-03-20,3.3786407769999998,140.44
2012-03-21,3.389563107,140.21
2012-03-22,3.437135922,139.2
2012-03-23,3.4264563110000004,139.65
2012-03-26,3.409466019,141.61
2012-03-27,3.4036407769999997,141.17
2012-03-28,3.417718447,140.47
2012-03-29,3.442718447,140.23
2012-03-30,3.428640777,140.81
2012-04-02,3.3946601939999996,141.84
2012-04-03,3.392961165,141.26
2012-04-04,3.354854369,139.86
2012-04-05,3.2985436889999997,139.79
2012-04-09,3.325242718,138.22
2012-04-10,3.36868932,135.9
2012-04-11,3.328640777,137.0
2012-04-12,3.3264563110000003,138.79
2012-04-13,3.3757766989999998,137.14
2012-04-16,3.3643203880000003,137.05
2012-04-17,3.3427184469999998,139.082
2012-04-18,3.3483009710000005,138.61
2012-04-19,3.3201456310000004,137.72
2012-04-20,3.33276699,137.95
2012-04-23,3.378398058,136.79
2012-04-24,3.401941748,137.31
2012-04-25,3.407524272,139.19
2012-04-26,3.394902913,140.16
2012-04-27,3.416019417,140.39
2012-04-30,3.4059466019999998,139.87
2012-05-01,3.314320388,140.74
2012-05-02,3.325242718,140.325
2012-05-03,3.3276699030000003,139.25
2012-05-04,3.379854369,137.0
2012-05-07,3.2946601939999995,137.1
2012-05-08,3.3014563110000004,136.55
2012-05-09,3.291504854,135.74
2012-05-10,3.255097087,136.02
2012-05-11,3.2364077669999998,135.61
2012-05-14,3.224004854,134.11
2012-05-15,3.176213592,133.34
2012-05-16,3.1490291260000003,132.829
2012-05-17,3.20315534,130.86
2012-05-18,3.2087378639999997,129.74
2012-05-21,3.2104368930000002,131.97
2012-05-22,3.216747573,132.2
2012-05-23,3.20631068,132.27
2012-05-24,3.245145631,132.53
2012-05-25,3.198058252,132.1
2012-05-29,3.1910194169999997,133.7
2012-05-30,3.1106796119999998,131.76
2012-05-31,3.109223301,131.47
2012-06-01,3.205097087,128.16
2012-06-04,3.20315534,128.1
2012-06-05,3.13276699,129.07
2012-06-06,3.230582524,131.97
2012-06-07,3.189684466,132.05
2012-06-08,3.2262135919999997,133.1
2012-06-11,3.2055825239999995,131.415
2012-06-12,3.239563107,132.92
2012-06-13,3.2558252430000003,132.07
2012-06-14,3.2621359219999997,133.47
2012-06-15,3.29368932,134.14
2012-06-18,3.288349515,134.4
2012-06-19,3.214563107,135.7
2012-06-20,3.2393203880000003,135.48
2012-06-21,3.1873786410000005,132.44
2012-06-22,3.2033980580000003,133.46
2012-06-25,3.232354369,131.32
2012-06-26,3.223058252,131.98
2012-06-27,3.303519417,133.173
2012-06-28,3.313349515,132.79
2012-06-29,3.335242718,136.105
2012-07-02,3.284466019,136.51
2012-07-03,3.288592233,137.412
2012-07-05,3.3201456310000004,136.79
2012-07-06,3.2558252430000003,135.49
2012-07-09,3.25631068,135.32
2012-07-10,3.2405339810000005,134.14
2012-07-11,3.294902913,134.16
2012-07-12,3.287135922,133.51
2012-07-13,3.3097087380000003,135.75
2012-07-16,3.334223301,135.43
2012-07-17,3.342961165,136.36
2012-07-18,3.3123786410000005,137.37
2012-07-19,3.278883495,137.73
2012-07-20,3.250606796,136.47
2012-07-23,3.251456311,135.09
2012-07-24,3.305097087,133.925
2012-07-25,3.365898058,133.96
2012-07-26,3.366019417,136.17
2012-07-27,3.342475728,138.675
2012-07-30,3.339563107,138.68
2012-07-31,3.3165048539999997,137.71
2012-08-01,3.4058252430000002,137.59
2012-08-02,3.388834951,136.64
2012-08-03,3.382257282,139.349
2012-08-06,3.4099514560000004,139.62
2012-08-07,3.412864078,140.32
2012-08-08,3.418446602,140.49
2012-08-09,3.4167475730000003,140.61
2012-08-10,3.41723301,140.84
2012-08-13,3.421116505,140.77
2012-08-14,3.446359223,140.79
2012-08-15,3.450970874,140.95
2012-08-16,3.4512135919999998,141.99
2012-08-17,3.4407766989999997,142.18
2012-08-20,3.44223301,142.19
2012-08-21,3.4141990289999997,141.76
2012-08-22,3.4347087380000003,141.82
2012-08-23,3.4354368930000003,140.665
2012-08-24,3.432038835,141.51
2012-08-27,3.4347087380000003,141.54
2012-08-28,3.4099514560000004,141.4
2012-08-29,3.426213592,141.51
2012-08-30,3.4230582519999997,140.49
2012-08-31,3.420145631,141.16
2012-09-04,3.50315534,141.03
2012-09-05,3.489563107,140.91
2012-09-06,3.483252427,143.77
2012-09-07,3.492961165,144.33
2012-09-10,3.50461165,143.51
2012-09-11,3.558009709,143.91
2012-09-12,3.573786408,144.39
2012-09-13,3.561650485,146.59
2012-09-14,3.558737864,147.24
2012-09-17,3.560679612,146.74
2012-09-18,3.56092233,146.62
2012-09-19,3.5405339810000003,146.7
2012-09-20,3.5350728160000005,146.71
2012-09-21,3.4975728160000004,145.87
2012-09-24,3.4780339810000003,145.645
2012-09-25,3.5106796119999997,144.1
2012-09-26,3.494417476,143.295
2012-09-27,3.5035194169999997,144.64
2012-09-28,3.5072815530000003,143.97
2012-10-01,3.5470873789999997,144.345
2012-10-02,3.546723301,144.5
2012-10-03,3.535,145.09
2012-10-04,3.5216019419999998,146.125
2012-10-05,3.5,146.14
2012-10-08,3.4776699030000002,145.642
2012-10-09,3.47961165,144.2
2012-10-10,3.468203883,143.28
2012-10-11,3.497087379,143.36
2012-10-12,3.532524272,142.89
2012-10-15,3.5485436889999997,144.08
2012-10-16,3.539320388,145.54
2012-10-17,3.480330097,146.2
2012-10-18,3.480825243,145.82
2012-10-19,3.4325242719999998,143.3896
2012-10-22,3.4228155339999997,143.41
2012-10-23,3.43276699,141.42
2012-10-24,3.430825243,141.02
2012-10-25,3.430825243,141.43
2012-10-26,3.466747573,141.35
2012-10-31,3.43592233,141.35
2012-11-01,3.4699029130000003,142.83
2012-11-02,3.4429271839999998,141.56
2012-11-05,3.3912621360000004,141.8486
2012-11-06,3.3504854369999997,142.96
2012-11-07,3.3533980580000002,139.72
2012-11-08,3.355946602,138.04
2012-11-09,3.3444174760000003,138.16
2012-11-12,3.299269417,138.265
2012-11-13,3.29368932,137.79
2012-11-14,3.3099514560000003,135.9299
2012-11-15,3.376941748,135.7
2012-11-16,3.378398058,136.37
2012-11-19,3.384708738,139.13
2012-11-20,3.430825243,139.19
2012-11-21,3.4235436889999997,139.45
2012-11-23,3.406067961,141.35
2012-11-26,3.4334951460000003,141.05
2012-11-27,3.449514563,140.33
2012-11-28,3.4503640780000002,141.46
2012-11-29,3.4332524269999998,142.12
2012-11-30,3.428398058,142.155
2012-12-03,3.456674757,141.45
2012-12-04,3.446116505,141.25
2012-12-05,3.434466019,141.5
2012-12-06,3.458082524,141.98
2012-12-07,3.481553398,142.415
2012-12-10,3.483252427,142.47299999999998
2012-12-11,3.461893204,143.44
2012-12-12,3.4491529130000003,143.51
2012-12-13,3.489563107,142.63
2012-12-14,3.528398058,142.1051
2012-12-17,3.502184466,143.77
2012-12-18,3.5223300969999998,145.37
2012-12-19,3.4657766989999996,144.29
2012-12-20,3.455097087,145.12
2012-12-21,3.440533981,142.79
2012-12-24,3.435961165,142.35
2012-12-26,3.3987864080000003,141.75
2012-12-27,3.456553398,141.5616
2012-12-28,3.545145631,140.03
2012-12-31,3.537235437,142.41
2013-01-02,3.552669903,146.06
2013-01-03,3.542949029,145.7341
2013-01-04,3.532757282,146.37
2013-01-07,3.5417475730000003,145.9695
2013-01-08,3.569902913,145.5496
2013-01-09,3.569660194,145.92
2013-01-10,3.56723301,147.08
2013-01-11,3.569660194,147.07
2013-01-18,3.625485437,148.33
2013-01-22,3.626456311,149.13
2013-01-23,3.64684466,149.37
2013-01-24,3.642475728,149.41
2013-01-25,3.656796117,150.25
2013-01-28,3.642475728,150.07
2013-01-29,3.6334951460000005,150.66
2013-01-30,3.670873786,150.07
2013-01-31,3.629490291,149.7
2013-02-01,3.668932039,151.24
2013-02-04,3.6662621360000003,149.535
2013-02-05,3.66407767,151.05
2013-02-06,3.684466019,151.16
2013-02-07,3.683737864,150.96
2013-02-08,3.689805825,151.8
2013-02-11,3.692985437,151.77
2013-02-12,3.696359223,152.02
2013-02-13,3.691990291,152.151
2013-02-14,3.719660194,152.29
2013-02-15,3.673300971,152.11
2013-02-19,3.650970874,153.25
2013-02-20,3.686650485,151.34
2013-02-21,3.6165048539999995,150.42
2013-02-22,3.6412621360000004,151.89
2013-02-25,3.687135922,149.0
2013-02-26,3.6798543689999996,150.02
2013-02-27,3.691990291,151.91
2013-02-28,3.711650485,151.61
2013-03-01,3.756699029,152.11
2013-03-04,3.75,152.92
2013-03-05,3.744902913,154.29
2013-03-06,3.772815534,154.5
2013-03-07,3.787135922,154.776
2013-03-08,3.7786407769999997,155.44
2013-03-11,3.784101942,156.03
2013-03-12,3.8041262139999996,155.68
2013-03-13,3.7822815530000002,155.905
2013-03-14,3.7614077669999997,156.73
2013-03-15,3.752669903,155.83
2013-03-18,3.778883495,154.97
2013-03-19,3.74657767,154.61
2013-03-20,3.7766990289999995,155.69
2013-03-21,3.76092233,154.359
2013-03-22,3.791019417,155.6
2013-03-25,3.791019417,154.95
2013-03-26,3.7893203879999997,156.19
2013-03-27,3.7876213589999996,156.19
2013-03-28,3.80631068,156.67
2013-04-01,3.8638349510000003,156.05
2013-04-02,3.854368932,156.82
2013-04-03,3.8512135919999997,155.23
2013-04-04,3.80461165,155.86
2013-04-05,3.791504854,155.158
2013-04-08,3.765,156.21
2013-04-09,3.820631068,156.75
2013-04-10,3.764805825,158.67
2013-04-11,3.7412621360000005,159.19
2013-04-12,3.7737864080000003,158.8
2013-04-15,3.7905339810000003,155.118
2013-04-16,3.82961165,157.41
2013-04-17,3.832038835,155.11
2013-04-18,3.8475728160000005,154.14
2013-04-19,3.8407766989999996,155.48
2013-04-22,3.8665048539999995,156.17
2013-04-23,3.875728155,157.78
2013-04-24,3.841747573,157.88
2013-04-25,3.8774271839999996,158.52
2013-04-26,3.9166990289999997,158.24
2013-04-29,3.926699029,159.3
2013-04-30,3.946599515,159.68
2013-05-01,3.966262136,158.28
2013-05-02,3.964563107,159.75
2013-05-03,3.95342233,161.368
2013-05-06,3.9694174760000003,161.78
2013-05-07,4.0104368930000005,162.5999
2013-05-08,4.031917476,163.34
2013-05-09,4.013106796000001,162.881
2013-05-10,4.051941748,163.41
2013-05-13,4.051699029,163.54
2013-05-14,4.057524272,165.23
2013-05-15,4.0274271839999995,166.115
2013-05-16,4.015776699,165.34
2013-05-17,4.0123300969999995,166.94
2013-05-20,4.036407767,166.93
2013-05-21,4.010194175,167.17
2013-05-22,4.025,165.93
2013-05-23,3.96711165,165.45
2013-05-24,3.98907767,165.308
2013-05-28,3.9699029130000003,166.3
2013-05-29,3.914368932,165.22
2013-05-30,3.9497572819999998,165.83
2013-05-31,4.0,163.445
2013-06-03,4.0,164.35
2013-06-04,3.95868932,163.56
2013-06-05,3.925970874,161.27200000000002
2013-06-06,3.9856796119999998,162.73
2013-06-07,3.960558252,164.8
2013-06-10,3.9912621360000005,164.8
2013-06-11,4.022694175,163.09799999999998
2013-06-12,3.96723301,161.75
2013-06-13,3.8689320389999997,164.21
2013-06-14,3.86092233,163.175
2013-06-17,3.812135922,164.44
2013-06-18,3.848907767,165.735
2013-06-19,3.8868932039999997,163.45
2013-06-20,3.909708738,159.4
